category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
7219,173.025,70.454,"ZIGOR RESEARCH & DEVELOPMENT, AIE",mediana,https://ranking-empresas.eleconomista.es/ZIGOR-RESEARCH-DEVELOPMENT.html,"Zigor Research & Development, Aie",Investigación y desarrollo de nuevos productos.,"CALLE PORTAL DE GAMARRA , 28 - PLT 1",VITORIA-GASTEIZ,94521...,,94522...,Agrupación de interés económico,www.zigor.com,,,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
7219,193.809,29.795,CONSULTORA DE RECURSOS NATURALES SL,mediana,https://ranking-empresas.eleconomista.es/CONSULTORA-RECURSOS-NATURALES.html,Consultora De Recursos Naturales Sl,"ESTUDIO E INVESTIGACION DE RECURSOS NATURALES, CINEGETICOS, ELABORACION DE INFORMES Y PLANES DE ACTUACION AL RESPECTO, TANTO PARA PARTICULARES COMO PARA EMPRESAS O PARA ADMINSITRACIONES PUBLICAS.","CALLE CASTILLO DE QUEJANA , 9 - 11 OFICINA 20 11",VITORIA-GASTEIZ,94523...,,94523...,Sociedad limitada,www.crnaturales.com,,,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
7219,493.73,99.839,ADDITION OPHTALMIC A.I.E.,pequeña,https://ranking-empresas.eleconomista.es/ADDITION-OPHTALMIC.html,Addition Ophtalmic A.i.e.,"La Agrupación de interés económico tiene por objeto la realización de proyectos de investigación, desarrollo e innovación (I+ D+ i) en relación con las tecnologías de interés para el sector farmacéutico y de las biociencias y la incorporación de nuevas tecnologías en los productos y procesos de fabric",LUGAR PARQUE TECNOLOGICO DE ALAVA (MIÑANO),VITORIA-GASTEIZ,,,,Agrupación de interés económico,,,,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
7220,387.306,36.34,QARK ARQUEOLOGIA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/QARK-ARQUEOLOGIA.html,Qark Arqueologia Sociedad Limitada.,El desarrollo de trabajos arqueológicos,"CALLE DULZAINA , 10 - BJ",VITORIA-GASTEIZ,94515...,,,Sociedad limitada,www.qark.es,,,Investigación y desarrollo experimental en ciencias sociales y humanidades
7311,24.888,5.771,GUREAK ARABA SL.,grande,https://ranking-empresas.eleconomista.es/GUREAK-ARABA.html,Gureak Araba Sl.,"Agencia de publicidad y subcontratación industrial, cableado...","AVENIDA LOS HUETOS , 50",VITORIA-GASTEIZ,94521...,,,Sociedad limitada unipersonal,www.gureak.com,,,Agencias de publicidad
7311,29.622,7.965,ALEGRIA ACTIVITY SL,grande,https://ranking-empresas.eleconomista.es/ALEGRIA-ACTIVITY.html,Alegria Activity Sl,Realización de campañas de comunicación en unidades móviles.,"CALLE LANDALUZEA (POL. JUNDIZ) , 24",VITORIA-GASTEIZ,94512...,,94512...,Sociedad limitada,www.alegria-activity.com,,"20 marcas, entre ellas: ARABA WINES, ACTIVITY CULINARY CENTER...",Agencias de publicidad
7311,151.48,30.427,BURMAN COMUNICACION SL,mediana,https://ranking-empresas.eleconomista.es/BURMAN-COMUNICACION.html,Burman Comunicacion Sl,"Marketing online, diseño web, diseño gráfico,redes sociales, SEO y SEM.","AVENIDA ZABALGANA , 1 - OFICINA 5",VITORIA-GASTEIZ,94500...,,,Sociedad limitada,www.burman.es,,,Agencias de publicidad
7311,157.088,29.486,EUSKO PRINTING SERVICE SL,mediana,https://ranking-empresas.eleconomista.es/EUSKO-PRINTING-SERVICE.html,Eusko Printing Service Sl,"Agencia de publicidad, foto-composición de textos e impresión digital.","CALLE HERMINIO MADINAVEITIA , 18 - PABELLON 3",VITORIA-GASTEIZ,94521...,,94522...,Sociedad limitada,www.epscomunicacion.es,,,Agencias de publicidad
7311,158.021,40.855,DELFIN PROMOCIONES Y MARKETING SL,mediana,https://ranking-empresas.eleconomista.es/DELFIN-PROMOCIONES-MARKETING.html,Delfin Promociones Y Marketing Sl,Merchandising y regalos de empresa.,"CALLE CORRERIA , 75 - BJ",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.delfinregalos.net,,,Agencias de publicidad
7311,183.201,(ND),"SARA BACE, SOCIEDAD LIMITADA.",mediana,https://ranking-empresas.eleconomista.es/SARA-BACE.html,"Sara Bace, Sociedad Limitada.","La realización de actividades de producción, creación, promoción y distribución de toda clase de productos audiovisuales. Importación, exportación, diseño, fabricación, intermediación y comercialización al por menor y mayor de todo tipo de artículos textiles y complementos para la moda de señora y c","CALLE INDEPENDENCIA , 1 - PISO 7 B",VITORIA-GASTEIZ,620.....,,,Sociedad limitada unipersonal,,,,Agencias de publicidad
7311,222.378,59.728,"AKROPOST ARABA, S.L.",pequeña,https://ranking-empresas.eleconomista.es/AKROPOST-ARABA.html,"Akropost Araba, S.l.",DISTRIBUCION DE TODO TIPO DE CARTAS Y PUBLICIDAD; COMERCIO Y EXPLOTACION DE BIENES INMUEBLES.,"CALLE ARKATXA (POL INDUSTRIAL) , 1 - PABELLON 57",VITORIA-GASTEIZ,94577...,,,Sociedad limitada,,,,Agencias de publicidad
7311,236.345,13.796,2 MAS 2 PUBLICIDAD INTEGRAL SL,pequeña,https://ranking-empresas.eleconomista.es/2-MAS-PUBLICIDAD-INTEGRAL.html,2 Mas 2 Publicidad Integral Sl,"REALIZACION, DE TRABAJOS DE PUBLICIDAD, IMAGEN Y RELACIONES PUBLICAS DE INTERES PUBLICO Y PRIVADO EN TODO TIPO DE SOPORTES.","CALLE LA FLORIDA , 17",VITORIA-GASTEIZ,94513...,,94514...,Sociedad limitada,www.bodegaseguren.es,,"INTERNATIONAL RIOJA ALAVESA WINE RUN, INTERNATIONAL RIOJA ALAVESA MARATHON",Agencias de publicidad
7311,239.919,4.556,PRISMAGLOBAL SERVICIOS Y PROYECTOS SL,pequeña,https://ranking-empresas.eleconomista.es/PRISMAGLOBAL-SERVICIOS-PROYECTOS.html,Prismaglobal Servicios Y Proyectos Sl,"El diseño, planificación, proyección, creación, dirección, organización, gestión, asesoramiento, ejecución, estudio de viabilidad, valoración, evaluación, promoción, explotación, administración, investigación, fomento y prestación de las siguientes actividades, campañas, proyectos y servicios;.","CALLE KAPELAMENDI , 7",VITORIA-GASTEIZ,94500...,,,Sociedad limitada unipersonal,www.prismaglobal.es,,"3 marcas, entre ellas: PRISMAGLOBAL, CHIC&PRICE...",Agencias de publicidad
7311,256.061,55.649,COMUNICACION GLOBAL Y ORGANIZACION DE EVENTOS SL,pequeña,https://ranking-empresas.eleconomista.es/COMUNICACION-GLOBAL-ORGANIZACION-EVENTOS.html,Comunicacion Global Y Organizacion De Eventos Sl,"LA PRESTACION DE SERVICIOS DE PUBLICIDAD Y RELACIONES PUBLICAS; ASI COMO LA ORGANIZACION DE CONGRESOS, ASAMBLEAS Y EVENTOS","CALLE BULEVAR DE MARITURRI , 42 - BJ",VITORIA-GASTEIZ,94514...,,,Sociedad limitada unipersonal,www.2ados.es,,2ADOS,Agencias de publicidad
7311,341.859,122.744,"LAURIS CONSULTING, S.L.",pequeña,https://ranking-empresas.eleconomista.es/LAURIS-CONSULTING.html,"Lauris Consulting, S.l.","La realización de todo tipo de trabajos de plantación silvícola, asesoramiento, coordinación, ejecución, conservación y mantenimiento de montes en el medio natural. Servicios en general, incluyendo tratamientos fitosanitarios, silvícolas y demás trabajos agrícolas y forestales. Servicios de asesor.","CAMINO DE LA IGLESIA (OZAETA) , 18",BARRUNDIA,696.....,,,Sociedad limitada,,,,Agencias de publicidad
7311,353.933,150.021,"ZIMA 360 GRADOS, S.L.",pequeña,https://ranking-empresas.eleconomista.es/ZIMA-360-GRADOS.html,"Zima 360 Grados, S.l.","La coordinación, intervención, formación y consultoría en la prestación deservicios de comunicación, imagen, publicidad, artes gráficas y cualquier otra área relacionada con el marketing empresarial","CALLE BULEVAR DE MARITURRI , 44 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Agencias de publicidad
7311,374.528,26.198,ACTION SIGN INSTALLATIONS S.L.,pequeña,https://ranking-empresas.eleconomista.es/ACTION-SIGN-INSTALLATIONS.html,Action Sign Installations S.l.,"La comercialización, fabricación, suministro y montaje de rótulos y cualquier elemento relacionado con la imagen corporativa y publicitaria así como otros elementos relacionados con la Señalética, el Mobiliario urbano y cualquier aplicación digital de los anteriores y en cualquier ámbito de activida","CALLE RAFAEL ALBERTI , 24 - PISO 3. PTA A",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,,,SIGNSPAIN,Agencias de publicidad
7311,433.578,2.256,SORMEN CREATIVOS SA,pequeña,https://ranking-empresas.eleconomista.es/SORMEN-CREATIVOS.html,Sormen Creativos Sa,"CREACION Y REALIZACION DE TODA CLASE DE DISENOS ESCRITOS O GRAFICOS PUBLICITARIOS DE TODA CLASE DE ACTIVIDADES, ASI COMO LA DECORACION DE INTERIORES Y EXTERIORES DE INMUEBLES.","CALLE ANDALUCIA , 2 - B",VITORIA-GASTEIZ,94527...,,94527...,Sociedad anónima,www.sormencreativos.com,,SORMEN,Agencias de publicidad
7311,434.518,16.42,DISTANS 80 SL,pequeña,https://ranking-empresas.eleconomista.es/DISTANS-80.html,Distans 80 Sl,LA REALIZACION DE PROYECTOS DE COMUNICACION GRAFICA,"BARRIO LEZAMA , 115",AMURRIO,94506...,,,Sociedad limitada,,,,Agencias de publicidad
7311,447.153,(ND),EL DELFIN DIGITAL SLL.,pequeña,https://ranking-empresas.eleconomista.es/DELFIN-DIGITAL.html,El Delfin Digital Sll.,"La Sociedad tendrá por objeto la prestación de servicios de marketing digital y de formación en este ámbito, y el desarrollo y comercialización de herramientas digitales","CALLE POSTAS , 18 - PLT 3 OFIC 4",VITORIA-GASTEIZ,94523...,,,Sociedad limitada laboral,,,,Agencias de publicidad
7311,448.354,68.178,DIAGONAL MARKETING Y PUBLICIDAD SL,pequeña,https://ranking-empresas.eleconomista.es/DIAGONAL-MARKETING-PUBLICIDAD.html,Diagonal Marketing Y Publicidad Sl,REALIZACION DE SERVICIOS INTEGRALES DE PUBLICIDAD Y DE MARKETING PROYECTOS Y DISENOS ETC GRAFICOS Y CREATIVOS.,"CALLE URBINA , 19 - 1",VITORIA-GASTEIZ,94528...,,94528...,Sociedad limitada,www.diagonal.es,,,Agencias de publicidad
7311,467.32,19.935,IDEA PAPEL TIJERA S.L. L.,pequeña,https://ranking-empresas.eleconomista.es/IDEA-PAPEL-TIJERA-L.html,Idea Papel Tijera S.l. L.,El diseño de packaging y comunicación,"CALLE HERRERIA , 74 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada laboral,www.ideapapeltijera.com,,,Agencias de publicidad
7311,476.59,28.428,ASESORES DE PRENSA IMAGEN Y COMUNICACION SOCIEDAD LIMITADA,pequeña,https://ranking-empresas.eleconomista.es/ASESORES-PRENSA-IMAGEN-COMUNICACION.html,Asesores De Prensa Imagen Y Comunicacion Sociedad Limitada,"PRESTACION DE SERVICIOS DE INFORMACION Y DOCUMENTACION RELATIVOS A TEMAS Y ASUNTOS SOLICITADOS POR EL CLIENTE, APARECIDOS O PUBLICADOS EN MEDIOS DE COMUNICACION SOCIAL. GABINETE DE PRENSA ASESORIA DE PERSONAS FISICAS Y J","CALLE JOSE ERBINA , 9 - BJ",VITORIA-GASTEIZ,94512...,,,Sociedad limitada unipersonal,,,,Agencias de publicidad
7311,492.198,50.075,ESTEBANEZ NAVARRO Y ASOCIADOS DESARROLLADORES MULTIMEDIA SL,pequeña,https://ranking-empresas.eleconomista.es/ESTEBANEZ-NAVARRO-ASOCIADOS-DESARROLLADORES-MULTIMEDIA.html,Estebanez Navarro Y Asociados Desarrolladores Multimedia Sl,TODA CLASE DE ACTOS. NEGOCIOS Y OPERACIONES RELACIONADOS CON EL SECTOR DE LAS ARTES GRAFICAS Y DE EDICION.,"CALLE PORTAL DE CASTILLA , 80 - BA",VITORIA-GASTEIZ,,,94514...,Sociedad limitada,,,,Agencias de publicidad
7311,498.799,90.833,SERVICIOS INTEGRALES GORBEA S.L.,pequeña,https://ranking-empresas.eleconomista.es/SERVICIOS-INTEGRALES-GORBEA.html,Servicios Integrales Gorbea S.l.,LA PRESTACION DE SERVICIOS DE PUBLICIDAD,"CALLE URBINA , 9 - 3",VITORIA-GASTEIZ,94528...,,,Sociedad limitada,,,,Agencias de publicidad
7320,173.176,4.505,ADIMEN INVESTIGACION SOCIEDAD LIMITADA,mediana,https://ranking-empresas.eleconomista.es/ADIMEN-INVESTIGACION.html,Adimen Investigacion Sociedad Limitada,Empresa de estudios de mercado.,"CALLE BULEVAR DE MARITURRI , 42 - BJ",VITORIA-GASTEIZ,94510...,,94510...,Sociedad limitada,www.adimen.es,,ADIMEN INVESTIGACION,Estudio de mercado y realización de encuestas de opinión pública
7320,207.24,9.978,GIZAKER SOCIEDAD LIMITADA.,mediana,https://ranking-empresas.eleconomista.es/GIZAKER.html,Gizaker Sociedad Limitada.,INVESTIGACIONES SOCIOLOGICAS.,"AVENIDA SAN BLAS , 11",LEGUTIO,94546...,,94546...,Sociedad limitada,www.gizaker.net,,,Estudio de mercado y realización de encuestas de opinión pública
7320,229.201,7.525,NEUROLOGYCA SCIENCE & MARKETING SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/NEUROLOGYCA-SCIENCE-MARKETING.html,Neurologyca Science & Marketing Sociedad Limitada.,#NAME?,"CALLE MANUEL IRADIER , 17 - BJ OF 2",VITORIA-GASTEIZ,94571...,,,Sociedad limitada,www.neurologyca.com,,"KOPERNICA, NEUROTASTE",Estudio de mercado y realización de encuestas de opinión pública
7320,284.156,80.605,GALEMYS S.L.,pequeña,https://ranking-empresas.eleconomista.es/GALEMYS.html,Galemys S.l.,Actividades de educación ambiental.,"CALLE RAFAEL ALBERTI , 4 - BAJO.",VITORIA-GASTEIZ,94517...,,,Sociedad limitada,www.galemys.com,,,Estudio de mercado y realización de encuestas de opinión pública
7320,292.469,37.944,"CARONTE WEB STUDIO, S.L.",pequeña,https://ranking-empresas.eleconomista.es/CARONTE-WEB-STUDIO.html,"Caronte Web Studio, S.l.","1. Las actividades de evaluación, diseño, análisis, estudio, consultoría, asesoramiento, supervisión, asistencia técnica, desarrollo, actualización, fabricación, suministro,, instalación, montaje, compra, venta, alquiler, almacenaje, distribución, despliegue, importación, exportación, operación, rep","CALLE CONCEPCION ARENAL PONTE , 4 - PISO 3",VITORIA-GASTEIZ,94502...,,,Sociedad limitada unipersonal,www.carontestudio.com,,LA MAMMA CREACIONES,Estudio de mercado y realización de encuestas de opinión pública
7320,334.057,108.136,EMAIKER SL,pequeña,https://ranking-empresas.eleconomista.es/EMAIKER.html,Emaiker Sl,INSTALACION Y EXPLOTACION DE UN CENTRO DE SERVICIOS A LAS EMPRESAS E INSTITUCIONES ORIENTADO A LA REALIZACION DE INVESTIGACIONES SOCIALES.,"PASEO SALVADOR DE AZPIAZU , 14 - BJ",VITORIA-GASTEIZ,94520...,,,Sociedad limitada,,,,Estudio de mercado y realización de encuestas de opinión pública
7320,363.99,40.752,KOSAC CONSULTORES SL,pequeña,https://ranking-empresas.eleconomista.es/KOSAC-CONSULTORES.html,Kosac Consultores Sl,"LA ACTIVIDAD, NEGOCIO Y PROMOCION INMOBILIARIA.","AVENIDA DE LOS OLMOS (ED D 1) , 1 - OFICINA 22",VITORIA-GASTEIZ,666.....,,,Sociedad limitada,,,,Estudio de mercado y realización de encuestas de opinión pública
7320,457.417,109.669,TEST MEDIA SL,pequeña,https://ranking-empresas.eleconomista.es/TEST-MEDIA.html,Test Media Sl,"SOLUCIONES GLOBALES DE MARKETING Y COMUNICACION. ESTUDIOS DE MERCADO Y ENCUENTAS DE OPINION PUBLICA Y SERVICIOS COMERCIALES GLOBALES, PRESENCIALES Y TELEMARKETING","CALLE DALAI LAMA , 45 - BJ",VITORIA-GASTEIZ,629.....,,,Sociedad limitada unipersonal,www.test-media.com,,"BACUNO.COM, TXULETA MAITEA",Estudio de mercado y realización de encuestas de opinión pública
7320,465.054,55.655,J TRINCADO Y ASOCIADOS SL,pequeña,https://ranking-empresas.eleconomista.es/J-TRINCADO-ASOCIADOS.html,J Trincado Y Asociados Sl,"ASESORIA Y CONSULTORIO DE EMPRESAS, CONSTRUCCION DE INMUEBLES.","CALLE BEATO TOMAS DE ZUMARRAGA , 1 - A 2",VITORIA-GASTEIZ,94514...,,94527...,Sociedad limitada,,,,Estudio de mercado y realización de encuestas de opinión pública
7410,72.087,(ND),PROTEC LAN INSTALACION DE PROTECCIONES COLECTIVAS SL,mediana,https://ranking-empresas.eleconomista.es/PROTEC-LAN-INSTALACION-PROTECCIONES-COLECTIVAS.html,Protec Lan Instalacion De Protecciones Colectivas Sl,Instalación de protecciones colectivas,"CALLE ARATZ (PG IND DE ANSOLETA) , 11 - B PAB 11",VITORIA-GASTEIZ,94515...,,,Sociedad limitada unipersonal,www.proteclan.com,,PROTEC LAN,Actividades de diseño especializado
7410,88.591,59.953,"IRUBERRI TECHNOLOGIES, SOCIEDAD LIMITADA.",mediana,https://ranking-empresas.eleconomista.es/IRUBERRI-TECHNOLOGIES.html,"Iruberri Technologies, Sociedad Limitada.","Intermediación comercial en la compraventa de maquinaria industrial; consultoría y asesoramiento industrial; compraventa de materiales siderúrgicos y transformación de los mismos; reparación, diseño, fabricación y montaje de maquinaria industrial y dirección técnica de proyectos de fabricación indus","PLAZA DE ESPAÑA , 13",VITORIA-GASTEIZ,666.....,,,Sociedad limitada,www.iruberri.com,,,Actividades de diseño especializado
7410,213.782,34.473,"ROTULOS DIGITAL APPLY, S.L.",pequeña,https://ranking-empresas.eleconomista.es/ROTULOS-DIGITAL-APPLY.html,"Rotulos Digital Apply, S.l.","La rotulación, realización de carteles y publicidad exterior, la instalación, mantenimiento e impresión de textos e imágenes por cualquier procedimiento","CALLE PORTAL DE GAMARRA , 24 - PTAS 7 Y 15",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.digitalapply.net,,,Actividades de diseño especializado
7410,316.937,122.736,MARTINEZ I VIÑASPRE ASOCIADOS SL,pequeña,https://ranking-empresas.eleconomista.es/MARTINEZ-VINASPRE-ASOCIADOS.html,Martinez I Viñaspre Asociados Sl,LA REALIZACION DE TRABAJOS DE PINTURA Y DECORACION; EXPOSICIONES Y EVENTOS; ROTULACION Y COORDINACION DE GREMIOS,"CALLE VENTA DE LA ESTRELLA , 6 - P B 6",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Actividades de diseño especializado
7410,324.527,25.249,POLDESIGNTHINKING S.L.,pequeña,https://ranking-empresas.eleconomista.es/POLDESIGNTHINKING.html,Poldesignthinking S.l.,"Consultoría del packaging. Diseño gráfico e industrial de productos, envases y embalajes. Compraventa y fabricación de productos relacionados con el marketing, la paquetería, los envases y embalajes. La intermediación y la prestación de servicios de comisión en operaciones comerciales o industriales.","CALLE IBARGOIA (ARAMAIONA) , 2",ARAMAIO,609.....,,,Sociedad limitada,www.poldesignthinking.com,,"7 marcas, entre ellas: PAKK, WEPAKK...",Actividades de diseño especializado
7410,325.469,46.029,TRAMANKULU GRAFIKOAK SL,pequeña,https://ranking-empresas.eleconomista.es/TRAMANKULU-GRAFIKOAK.html,Tramankulu Grafikoak Sl,,"CALLE TELLERIA , 1 - P 3",LAUDIO/LLODIO,94672...,,94672...,Sociedad limitada,,,KOT,Actividades de diseño especializado
7410,385.142,18.983,"WOOD ESTUDIO INTERIORISMO, S.L.",pequeña,https://ranking-empresas.eleconomista.es/WOOD-ESTUDIO-INTERIORISMO.html,"Wood Estudio Interiorismo, S.l.","1. Realización de toda clase de estudios proyectos de decoración, estilismo e interiorismo. Asesoramiento y dirección de obras. Arquitectura de interiores, diseño especializado. Rehabilitación y reforma de viviendas y locales. Gestión y realización de obras públicas y privadas. Gestión y Coordinaci.","CALLE MAGDALENA , 14 - BJ",VITORIA-GASTEIZ,652.....,,,Sociedad limitada,,,,Actividades de diseño especializado
7420,278.128,16.75,QUINTAS FOTOGRAFOS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/QUINTAS-FOTOGRAFOS.html,Quintas Fotografos Sociedad Limitada.,#NAME?,"CALLE MIREN MARTINEZ SAEZ DEL BURGO , 6 - BJ",VITORIA-GASTEIZ,94527...,,,Sociedad limitada,,,,Actividades de fotografía
7420,452.653,31.769,"ESCUELA DE FOTOGRAFIA BLACKKAMERA, S.L.",pequeña,https://ranking-empresas.eleconomista.es/ESCUELA-FOTOGRAFIA-BLACKKAMERA.html,"Escuela De Fotografia Blackkamera, S.l.","La realización de fotografia técnica y comercial, la prestación de servicios fotográficos, la producción de retratos, fabricación de mateiral y películas, la reproducción de textos o imágenes, la enseñanza y la formación de la actividad fotográfica. El comercio al por mayor y menor de aparatose inst","BARRIO SOJO , 4 - BJ",AYALA/AIARA,,,,Sociedad limitada unipersonal,,,BLACKKAMERA,Actividades de fotografía
7430,39.899,6.706,"ACOLAD SPAIN, SL.",4.922.133,https://ranking-empresas.eleconomista.es/ACOLAD-SPAIN.html,"Acolad Spain, Sl.",Servicios de traducción e interpretación.,"AVENIDA DE BRUSELAS , 8 - PISO 1º OFICINAS 25-31 E",VITORIA-GASTEIZ,945145171,945198560,,Sociedad limitada unipersonal,www.acolad.com,,,Actividades de traducción e interpretación
7430,123.462,8.117,TCK TECHNICAL DOCUMENTATION SL,mediana,https://ranking-empresas.eleconomista.es/TCK-TECHNICAL-DOCUMENTATION.html,Tck Technical Documentation Sl,"SERVICIOS DE TRADUCCION, INTERPRETACION Y OTROS SERVICIOS LINGUISTICOS","CALLE PINTORERIA , 68 - PISO 1 A",VITORIA-GASTEIZ,606.....,,,Sociedad limitada,www.pluslingua.com,,,Actividades de traducción e interpretación
7490,37.011,336.293,MUELLER STREAMLINE HOLDING SL,grande,https://ranking-empresas.eleconomista.es/MUELLER-STREAMLINE-HOLDING.html,Mueller Streamline Holding Sl,1 ) PROMOCION O FOMENTO DE EMPRESAS MEDIANTE LA PARTICIPACION TEMPORAL EN SU CAPITAL Y EN ESE SENTIDO A REALIZAR LAS SIGUIENTES OPERACIONES: A. LA SUSCRIPCION DE ACCIONES O PARTICIPACIONES DE SOCIEDADES DEDICADAS A ACTIV,"CALLE EDUARDO DATO , 12 - PLT 3",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,41.712,6.801,"ALISEA ESCO, S.A.",grande,https://ranking-empresas.eleconomista.es/ALISEA-ESCO.html,"Alisea Esco, S.a.",Realización de instalaciones eléctricas y servicios de consultoría energética.,"CALLE PORTAL DE GAMARRA (EDIF. BOULEVARD) , 1 -A OFICINA 611",VITORIA-GASTEIZ,94535...,,94510...,Sociedad anónima,www.alisea.es,,ALISEA ESCO,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,136.018,12.672,GRUPO EMPRESARIAL ALCOR S.L.,mediana,https://ranking-empresas.eleconomista.es/GRUPO-EMPRESARIAL-ALCOR.html,Grupo Empresarial Alcor S.l.,Servicios generales.,CALLE ARRIURDINA,VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.alcorgrupo.com,,"11 marcas, entre ellas: A VEGA X-RAY ALCOR GRUPO HEALTH, A MIZAR ALCOR GRUPO ADDITIVE MANUFACTURING...","Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,152.093,24.475,SHUTTLE PROYECTOS SL,mediana,https://ranking-empresas.eleconomista.es/SHUTTLE-PROYECTOS.html,Shuttle Proyectos Sl,"EL ESTUDIO, LA CONFECCION, REALIZACION Y TRAMITACION DE TODO TIPO DE PROYECTOS PARA LA CONSTRUCCION, INCLUIDOS LOS DE DECORACION DE INTERIORES.","CALLE NAVARRO VILLOSLADA , 10 - B",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,172.763,38.435,EMPLATANDO SL.,mediana,https://ranking-empresas.eleconomista.es/EMPLATANDO.html,Emplatando Sl.,"a) La prestación de cualquier tipo de servicio relacionado con la hostelería y, en especial, relativos a la organización, metodología, operativa, recetas, elaboraciones, productos, estructura productiva y sistemas relativos a la explotación de este tipo de establecimientos. B) La cesión de marcas y","CALLE SAN ANTONIO , 3 - BJ",VITORIA-GASTEIZ,94513...,,,Sociedad limitada unipersonal,www.perretxico.es,,"4 marcas, entre ellas: EST. 2021 KIRICO A FUEGO, GRUPO HIRVIENDO...","Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,176.562,25.466,ADESA ASESORIA EMPRESAS ALIMENTARIAS SL,mediana,https://ranking-empresas.eleconomista.es/ADESA-ASESORIA-EMPRESAS-ALIMENTARIAS.html,Adesa Asesoria Empresas Alimentarias Sl,Consultoría de seguridad alimentaria.,"CALLE ELVILLAR , 1 - BJ",VITORIA-GASTEIZ,94525...,,,Sociedad limitada,www.adesa-asesoria.com,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,201.773,(ND),"SUNTECH TECNOLOGIAS DE MONTAJE, S.L.",mediana,https://ranking-empresas.eleconomista.es/SUNTECH-TECNOLOGIAS-MONTAJE.html,"Suntech Tecnologias De Montaje, S.l.",Fabricación de sistemas de montaje.,"CALLE VENTA DE LA ESTRELLA , 6 - PABELLON 107",VITORIA-GASTEIZ,94523...,,,Sociedad limitada unipersonal,www.suntech2000.com,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,237.652,207.697,NOVA-SYNERGY INDUSTRIAL SOLUTIONS SL,pequeña,https://ranking-empresas.eleconomista.es/NOVA-SYNERGY-INDUSTRIAL-SOLUTIONS.html,Nova-synergy Industrial Solutions Sl,"Tanto directamente como de forma indirecta, mediante la titularidad de acciones o participaciones en sociedades con objeto idéntico: Desarrollo y fabricación de catalizadores, de equipos especiales mediante soldaduras de todo tipo, ensamble de unidades de proceso y fabricación de plantas piloto.","CALLE VITORIALANDA , 11 - PABELLON 10",VITORIA-GASTEIZ,94506...,,,Sociedad limitada unipersonal,www.novargi.com,,"3 marcas, entre ellas: NOVARGI...","Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,273.826,40.19,"GASARGI EFICONTROL, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/GASARGI-EFICONTROL.html,"Gasargi Eficontrol, Sociedad Limitada.",#NAME?,"CALLE PINTOR TEODORO DUBLANG , 15 - BJ DR",VITORIA-GASTEIZ,94503...,,,Sociedad limitada unipersonal,www.gasargi.com,,"BASVERWO2OD, GASARGI GESTIONAMOS TU ENERGIA","Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,289.99,27.756,"SAN PRUDENCIO ADVICE, S.L.",pequeña,https://ranking-empresas.eleconomista.es/SAN-PRUDENCIO-ADVICE.html,"San Prudencio Advice, S.l.","La prestación de servicios de asesoramiento en actividades mediambientales, prevención de riegos laborales, salud laboral, compliance y resposabilidad social empresarial. La prestación de servicios administrativos, contables y de gestión a empresas. La organización y prestación de servicios de forma","CALLE EDUARDO DATO , 43 - B",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p."
7490,308.271,8.48,METEO FOR ENERGY SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/METEO-FOR-ENERGY.html,Meteo For Energy Sociedad Limitada.,#NAME?,"CALLE ALBERT EINSTEIN , 44 - OFICINA 306",VITORIA-GASTEIZ,660.....,,,Sociedad limitada,www.bigdasolutions.es,,"BIGDA SOLUTIONS, METEO FOR ENERGY","Otras actividades profesionales, científicas y técnicas n.c.o.p."
