category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
7112,198.031,20.947,"BATTERYCARE, SOCIEDAD LIMITADA.",mediana,https://ranking-empresas.eleconomista.es/BATTERYCARE.html,"Batterycare, Sociedad Limitada.",Servicio integral de almacenamiento de energía en baterías y condensadores.,"CALLE HERMANOS LUMIERE , TECNOLOGICO DE ALAVA,",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,www.bcaremb.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,199.424,9.415,"TICWAY 2015, SL.",mediana,https://ranking-empresas.eleconomista.es/TICWAY-2015.html,"Ticway 2015, Sl.","1. La consultoría e ingeniería tecnológica en telecomunicaciones, en informática y en sistemas de la información y el asesoramiento, comercialización, implementación y mantenimiento de proyectos en las materias anteriormente indicadas. 2. La prestación, contratación, subcontratación, elaboración, de","PASEO DE LA MUSICA , 1 - BJ",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.ticway.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,206.385,131.464,"IET ECOLOGY, S.L.",mediana,https://ranking-empresas.eleconomista.es/IET-ECOLOGY.html,"Iet Ecology, S.l.","Consultoría y promoción de tecnología de proceso para la industria del crudo, gas, energía y medioambiente y consultoría, gestión, intermediación, financiación, adquisición e intervención en sociedades dentro de la actividad industrial y el suministro de equipos y materias primas.",CALLE MARIE CURIE (PQ. TECNOLOGICO DE ALAVA),VITORIA-GASTEIZ,94506...,,,Sociedad limitada unipersonal,,,"3 marcas, entre ellas: IET ECOLOGY THE CIRCULAR VALUE, SYNNOVA RENEWABLE CHEMICALS...",Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,218.171,82.567,RENOVABLES INGEFO SOCIEDAD LIMITADA,pequeña,https://ranking-empresas.eleconomista.es/RENOVABLES-INGEFO.html,Renovables Ingefo Sociedad Limitada,"Desarrollo de proyectos de ingeniería de sistemas de calefacción, fontanería, gas y protección contra incen-dios","CALLE BULEVAR DE MARITURRI , 4 - LOC CIAL",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,www.ingefo.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,220.304,80.254,MERCURY CONSULTORES TECNOLOGICOS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/MERCURY-CONSULTORES-TECNOLOGICOS.html,Mercury Consultores Tecnologicos Sociedad Limitada.,"La mediación o intermediación en la realización de las actividades de prestación de servicios de Ingeniería y oficinas de estudios técnicos, incluidos los de delineantes, actividades de servicios de asistencia técnica, estudios y proyectos de ingeniería civil, medioambiental, industrial, energía, ar.","AVENIDA DE GASTEIZ , 21 - 5 DC",VITORIA-GASTEIZ,,,,Sociedad limitada,www.ariane.es,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,223.198,23.727,EGON ENGINEERING SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/EGON-ENGINEERING.html,Egon Engineering Sociedad Limitada.,Desarrollo de todo tipo de proyectos de ingeniería técnica,"CALLE SAN MIGUEL DE ATXA , 3 - B",VITORIA-GASTEIZ,94565...,,,Sociedad limitada unipersonal,www.egon.eus,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,227.042,(ND),"VIVO INGENIERIA Y DESARROLLO, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/VIVO-INGENIERIA-DESARROLLO.html,"Vivo Ingenieria Y Desarrollo, Sociedad Limitada.","-Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. Consultoría y desarrollo de productos técnicos. Gestión de contratación, suministro, fabricación y montaje de estructuras e instalaciones relacionadas con el sector industrial y energético. Ingenierí","CALLE ZAPATERIA , 63 - PISO 2 D",VITORIA-GASTEIZ,665.....,,,Sociedad limitada unipersonal,,,VIVO INGENIERÍA Y DESARROLLO,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,237.939,40.085,MIKMAR INGENIEROS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/MIKMAR-INGENIEROS.html,Mikmar Ingenieros Sociedad Limitada.,#NAME?,"CALLE FUEROS , 26 - PISO 5 OF 3",VITORIA-GASTEIZ,608.....,,,Sociedad limitada unipersonal,www.mikmar.es,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,243.898,28.885,INGENIERIA DE AUTOMATISMOS INDABER S.L.,pequeña,https://ranking-empresas.eleconomista.es/INGENIERIA-AUTOMATISMOS-INDABER.html,Ingenieria De Automatismos Indaber S.l.,"Comercialización y venta al por menor de componentes eléctricos y electrónicos destinada a fines industriales, así como el diseño programación, mantenimiento y reparación de todo tipo de maquinaria industrial en su parte eléctrica y electrónica","CALLE SIERRA DE ANDIA , 17 - PISO 4 D",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,249.99,28.854,ESAL INGENIERIA DE SERVICIOS SA,pequeña,https://ranking-empresas.eleconomista.es/ESAL-INGENIERIA-SERVICIOS.html,Esal Ingenieria De Servicios Sa,"Legalización, instalación y mantenimiento de gases combustibles y equipos a presión.","CALLE PORTAL DE BERGARA , 2 - B",VITORIA-GASTEIZ,94525...,,,Sociedad anónima,www.esalingenieria.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,272.606,68.181,GLOBALDOCU SL,pequeña,https://ranking-empresas.eleconomista.es/GLOBALDOCU.html,Globaldocu Sl,"Servicios de traduccion, interpretacion y otros linguisticos.","CALLE DUQUE DE WELLINGTON , 8 - BIS OFICINA 10",VITORIA-GASTEIZ,94506...,,,Sociedad limitada unipersonal,,,GLOBALDOCU,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,279.468,39.33,JAKINCODE S.L.,pequeña,https://ranking-empresas.eleconomista.es/JAKINCODE.html,Jakincode S.l.,"a) El diseño, desarrollo, producción, integración y mantenimiento de sistemas, equipos, soluciones y productos basados en el uso intensivo de las tecnologías de la información (informática, electrónica y comunicaciones). b) La venta, alquiler, cesión y explotación por cualquier título de programas i","CALLE ADRIANO VI , 20 - PISO 4 PTA 6",VITORIA-GASTEIZ,94519...,,,Sociedad limitada,www.jakincode.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,280.947,14.492,PREOCA SERVICIOS MEDIOAMBIENTALES SL,pequeña,https://ranking-empresas.eleconomista.es/PREOCA-SERVICIOS-MEDIOAMBIENTALES.html,Preoca Servicios Medioambientales Sl,INGENIERIA FORMACION INSPECCION CONSULTORIA Y AUDITORIAS EN MATERIA DE CALIDAD MEDIOAMBIENTE Y PREVENCION DE RIESGOS LABORALES,"CALLE VICENTE ALEIXANDRE , 25 - BJ",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.preoca.com,,PREOCA,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,290.908,65.446,INGURU INGENIERIA Y GESTION AMBIENTAL SL,pequeña,https://ranking-empresas.eleconomista.es/INGURU-INGENIERIA-GESTION-AMBIENTAL.html,Inguru Ingenieria Y Gestion Ambiental Sl,"REALIZACION DE PROYECTOS, ESTUDIOS, AUDITORIAS, PERITACIONES Y ASESORIAS EN MATERIA DE MEDIO AMBIENTE; ANALISIS DE AGUA, ETC.","PLAZA DEL RENACIMIENTO , 9 - PISO 5",VITORIA-GASTEIZ,94528...,,94527...,Sociedad limitada,www.inguru.com,,"INGURU, INGURU INGENIERIA Y GESTION AMBIENTAL",Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,294.951,18.016,SERCAM PROGRAMACION CNC AVANZADA SOCIEDAD LIMITADA,pequeña,https://ranking-empresas.eleconomista.es/SERCAM-PROGRAMACION-CNC-AVANZADA.html,Sercam Programacion Cnc Avanzada Sociedad Limitada,EL DESARROLLO CREACION GESTION TRATAMIENTO PROMOCION COMERCIALIZACION DE PRODUCTOS Y SERVICIOS RELACIONADOS CON LA FABRICACION MECANICA Y LA PROGRAMACION DE MAQUINARIA DE CONTROL NUMERICO CONTINUO EL DESARROLLO CREACION,"AVENIDA DE LOS OLMOS , 1 - PISO 2, OFICINA 228",VITORIA-GASTEIZ,649.....,,,Sociedad limitada,www.sercamsl.es,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,298.122,10.392,INGENIERIA CARTOGRAFICA GAROA S.L.,pequeña,https://ranking-empresas.eleconomista.es/INGENIERIA-CARTOGRAFICA-GAROA.html,Ingenieria Cartografica Garoa S.l.,ESTUDIO Y REPRESENTACION DE LA FORMA Y DIMENSIONES DE LA TIERRA.,"PASEO SALVADOR DE AZPIAZU , 6 - BAJO",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,306.696,18.032,DITECO INGENIERIA SL P,pequeña,https://ranking-empresas.eleconomista.es/DITECO-INGENIERIA-P.html,Diteco Ingenieria Sl P,ACTIVIDAD PROPIA DE LOS PROFESIONALES DE LA INGENIERIA.,"CALLE KOLDO MITXELENA , 9 - B",VITORIA-GASTEIZ,94514...,,,Sociedad limitada profesional,www.diteco.net,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,314.922,87.765,ARGOLABE INGENIERIA SL,pequeña,https://ranking-empresas.eleconomista.es/ARGOLABE-INGENIERIA.html,Argolabe Ingenieria Sl,Servicios técnicos de ingeniería.,"AVENIDA LOS HUETOS , 79 - PLT 1 18",VITORIA-GASTEIZ,94500...,,,Sociedad limitada,www.argolabe.es,,ARGOLABE INGENIERIA,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,321.453,16.137,EGUREN BUSINESS TRUST S.L.,pequeña,https://ranking-empresas.eleconomista.es/EGUREN-BUSINESS-TRUST.html,Eguren Business Trust S.l.,"ELABORACION, TRANSFORMACION, CRIANZA Y COMERCIALIZACION DE VINOS, COMPRENDIENDO TODAS LAS OPERACIONES INDUSTRIALES, COMERCIALES, MOBILIARIAS QUE TENGAN RELACION CON DICHO OBJETO. CUALESQUIERA OPERACIONES, YA INDUSTRIALES","CARRETERA NAVARIDAS (PAGANOS) , S/N",LAGUARDIA,94560...,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,324.214,128.585,"IKUSTEC VISION SYSTEMS LAB, SOCIEDAD LIMITADA LABORAL.",pequeña,https://ranking-empresas.eleconomista.es/IKUSTEC-VISION-SYSTEMS-LAB.html,"Ikustec Vision Systems Lab, Sociedad Limitada Laboral.","El desarrollo y diseño de software y sistemas de automatización y control basados en visión artificial. Servicio de asesoramiento técnico a empresas. Fabricación, compra-venta, importación y exportación de equipos de metrología y control de calidad",LUGAR PARQUE TECNOLOGICO DE ALAVA,VITORIA-GASTEIZ,,,,Sociedad limitada laboral,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,324.494,66.333,"HNK, INGENIERIA, URBANISMO Y MEDIO AMBIENTE, SOCIEDAD LIMITADA PROFESIONAL.",pequeña,https://ranking-empresas.eleconomista.es/HNK-INGENIERIA-URBANISMO-MEDIO-AMBIENTE-PROFESIONAL.html,"Hnk, Ingenieria, Urbanismo Y Medio Ambiente, Sociedad Limitada Profesional.",LA ACTIVIDAD PROPIA DE LOS PROFESIONALES DE LA INGENIERIA TECNICA DE OBRAS PUBLICAS.,"CALLE PINTOR TEODORO DUBLANG , 7 - BJ",VITORIA-GASTEIZ,94513...,,94513...,Sociedad limitada profesional,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,326.785,148.325,GRUPO EQUIPAMIENTO AUXILIAR AZOL GAS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/GRUPO-EQUIPAMIENTO-AUXILIAR-AZOL-GAS.html,Grupo Equipamiento Auxiliar Azol Gas Sociedad Limitada.,LA INVESTIGACION Y EJECUCION DE PROYECTOS DE INVERSION Y DE ORGANIZACION DE EMPRESAS,"CALLE LANDALUZEA , 7 - POL IND DE JUNDIZ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,333.665,58.798,REPRESENTATION AND LIAISON SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/REPRESENTATION-AND-LIAISON.html,Representation And Liaison Sociedad Limitada.,"La prestación de servicios de mantenimiento, inspección, trabajos de recuperación, asistencia de calidad, logística, ingeniería y consultoría a sociedades y entidades relacionadas con cualquier área o actividad","AVENIDA DE GASTEIZ , 88 - PISO 1 IZ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,333.834,13.756,CPA ENGINEERING DIVISION S.L.,pequeña,https://ranking-empresas.eleconomista.es/CPA-ENGINEERING-DIVISION.html,Cpa Engineering Division S.l.,La sociedad tiene por objeto la prestación de servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico. Prestación de servicios de consultoría en las diferentes ramas o especialidades de la ingeniería. Formación de personal en el campo de la ingeniería,"CALLE JOSE DOMINGO DE OLARTE , 25 - PISO 7 B",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,349.058,(ND),"ICARUS PLM PROJECTS & SERVICES, S.L.",pequeña,https://ranking-empresas.eleconomista.es/ICARUS-PLM-PROJECTS-SERVICES.html,"Icarus Plm Projects & Services, S.l.",Consultoría de servicios técnicos de ingeniería,"CALLE DOCE DE OCTUBRE , 19 - PISO 5 IZ",VITORIA-GASTEIZ,688.....,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,354.911,125.633,SOFTCAD SL,pequeña,https://ranking-empresas.eleconomista.es/SOFTCAD.html,Softcad Sl,"PRESTACION DE TODA CLASE DE SERVICIOS Y REALIZACION DE PROYECTOS Y TRABAJOS INFORMATICOS EN EL AREA DE DISENO ""CAD"".","AVENIDA DE LOS OLMOS (ED D 3) , 1 - OFICINA 133",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,360.385,24.606,SERVICIOS EMPRESARIALES UCIEZA 21 S.L.,pequeña,https://ranking-empresas.eleconomista.es/SERVICIOS-EMPRESARIALES-UCIEZA-21.html,Servicios Empresariales Ucieza 21 S.l.,LA GESTION DE OBRAS Y PROYECTOS DE CONSTRUCCION. LA GESTION DE GREMIOS DE LA CONSTRUCCION. LA GESTION Y ASESORAMIENTO URBANISTICO. LA GESTION COMERCIAL DE INMUEBLES Y DE MATERIAL Y COMPONENTES DE CONSTRUCCION.,"CALLE PORTAL DE CASTILLA , 100 - 1",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,www.ucieza.net,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,367.165,46.386,CALESA ESTRUCTURAS Y PROYECTOS SL P,pequeña,https://ranking-empresas.eleconomista.es/CALESA-ESTRUCTURAS-PROYECTOS-P.html,Calesa Estructuras Y Proyectos Sl P,ACTIVIDAD PROPIA DEL EJERCICIO DE LA INGENIERIA INDUSTRIAL.,"CALLE MARTIN LUTHER KING , 8 - BAJO",VITORIA-GASTEIZ,94514...,,,Sociedad limitada,www.calesa.net,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,383.596,(ND),INALIA INNOVACION Y DESARROLLO S.L.,pequeña,https://ranking-empresas.eleconomista.es/INALIA-INNOVACION-DESARROLLO.html,Inalia Innovacion Y Desarrollo S.l.,"1º. El diseño, desarrollo, producción, implantación, mantenimiento y reparación de producto para la solución de problemas ingenieriles. 2º. Asesoria y consultoría para la implantación y mantenimiento de dichas soluciones. 3º . Servicios de ingeniería, hardware y software. 4º. Consultoría y es","CALLE ALBERT EINSTEIN , 15 - OFICINA 209",VITORIA-GASTEIZ,643.....,,,Sociedad limitada,www.inalia.tech,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,390.875,33.416,ZULATU SL L,pequeña,https://ranking-empresas.eleconomista.es/ZULATU-L.html,Zulatu Sl L,"ESTUDIO, IDENTIFICACION Y CLASIFICACION DE MATERIALES Y PROCESOS GEOLOGICOS Y DERESTO FOSILES; ANALISIS GEOLOGICOS, GEOQUIMICOS, PETROGRAFICOS, ETC; ASESORAMIENTO EN ESA MATERIA; ESTUDIOS SOBRE EL MEDIO AMBIENTE, ETC","CALLE FRANCISCO JAVIER DE LANDABURU , 30 - BJ",VITORIA-GASTEIZ,94517...,,,Sociedad limitada laboral,www.zulatu.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,409.255,32.032,GOROSTI NEURKETAK S.L.,pequeña,https://ranking-empresas.eleconomista.es/GOROSTI-NEURKETAK.html,Gorosti Neurketak S.l.,"REALIZACION DE DESLINDES, MEDICIONES TOPOGRAFICAS, VALORACIONES AGROFORESTALES. PROYECTOS AGROPECUARIOS Y DE JARDINERIA.","CALLE ERREKATXIKI , 19 - BJ",VITORIA-GASTEIZ,94526...,,,Sociedad limitada,www.gorosti.net,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,410.718,16.597,"INGURA INGENIERIA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/INGURA-INGENIERIA.html,"Ingura Ingenieria, Sociedad Limitada.","CONSULTORIA EMPRESARIAL QUE COMPRENDE ENTRE OTROS EL ASESORAMIENTO, INFORMACION Y RESOLUCION DE CONSULTAS SOBRE ACTIVIDADES INDUSTRIALES Y ECONOMICAS EN GENERAL, RELATIVAS A ACTIVIDADES HIDRAULICAS","CALLE ARANA , 38 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,411.347,43.27,"RODRICSSEN-FIELDGUARD, S.L.",pequeña,https://ranking-empresas.eleconomista.es/RODRICSSEN-FIELDGUARD.html,"Rodricssen-fieldguard, S.l.","1. Estudio, diseño, asesoramiento, formación, investigación, desarollo, innovación y elaboración de informes para la gestión completa y/o modificación de todo tipo de instalaciones de generación eléctrica con fuente de energía eólica y otras de carácter renovables, desde las fases de desarrollo has","CALLE RIO INGLARES , 64 - B",VITORIA-GASTEIZ,678.....,,,Sociedad limitada unipersonal,,,SURION WIND SYSTEMS,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,411.804,37.095,"HIPATIA CONTROL INTELIGENTE, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/HIPATIA-CONTROL-INTELIGENTE.html,"Hipatia Control Inteligente, Sociedad Limitada.","El asesoramiento, consultoría, promoción, desarrollo y realización de estudios de ingeniería, asesoría técnica y proyectos de automatización e informática industrial. La promoción, estudio y desarrollo de negocios aempresas comerciales e industriales","CALLE KAPELAMENDI , 10 - 01",VITORIA-GASTEIZ,609.....,,,Sociedad limitada,www.hipatiacontrol.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,435.474,69.599,VICUÑA DESIGN SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/VICUNA-DESIGN.html,Vicuña Design Sociedad Limitada.,"El diseño industrial, conceptualización y asesoramiento integral en desarrollo de productos hasta su puesta en el mercado. Creación de la imagen de marca y de producto","PASEO GORBEIA MENDIA , 2 - PISO 2 A",AGURAIN/SALVATIERRA,670.....,,,Sociedad limitada unipersonal,www.agvestudio.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,438.671,(ND),SOLARGEAR BASSOT DOS S.L.,pequeña,https://ranking-empresas.eleconomista.es/SOLARGEAR-BASSOT-DOS.html,Solargear Bassot Dos S.l.,"LA ELABORACION, REALIZACION Y EJECUCION DE PROYECTOS DE INGENIERIA RELACIONADOS CON OBRAS PUBLICAS, ENERGIAS RENOVABLES (EOLICA, SOLAR FOTOVOLTAICA Y SOLAR TERMICA) Y MEDIO AMBIENTALES, ASIMISMO, LA EXPLOTACION Y LA VENT","CALLE VITORIALANDA , 1",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,445.636,99.876,EVOLO IDI S.L.,pequeña,https://ranking-empresas.eleconomista.es/EVOLO-IDI.html,Evolo Idi S.l.,"Desarrollo, comercialización e implantación de soluciones de movilidad urbana sostenible. Transformación y venta de triciclos eléctricos","CALLE PADULETA , 18",VITORIA-GASTEIZ,94535...,,,Sociedad limitada,www.evolo.es,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,446.914,(ND),"IKERSA INGENIERIA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/IKERSA-INGENIERIA.html,"Ikersa Ingenieria, Sociedad Limitada.","Servicios de ingeniería en materia de industria mecánica, abarcando proyectos básicos y de proceso industrial, mediante diseño de proceso, diseño mecánico, diseño de instrumentación, ingeniería básica y de detalle, además de viabilidad, asistencia, supervisión y puesta en marcha. La prestación de s","CALLE BARRATXI , 9 - B",VITORIA-GASTEIZ,94527...,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,447.563,57.35,ECOLAN INGENIERIA Y CONSULTORIA AMBIENTAL SL,pequeña,https://ranking-empresas.eleconomista.es/ECOLAN-INGENIERIA-CONSULTORIA-AMBIENTAL.html,Ecolan Ingenieria Y Consultoria Ambiental Sl,"LA PRESTACION DE SERVICIOS PROFESIONALES DE INGENIERIA Y CONSULTORIA AMBIENTAL. PRODUCCION Y COMPRAVENTA DE ENERGIA, DE MATERIALES Y PRODUCTOS Y DISTRIBUCION DE ESTOS.","CALLE BEHEKO , 13 - BJ",LEGUTIO,,,,Sociedad limitada,www.ecolaningenieria.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,455.039,39.126,ZUAZO INGENIEROS SL,pequeña,https://ranking-empresas.eleconomista.es/ZUAZO-INGENIEROS.html,Zuazo Ingenieros Sl,CONSTRUCCION EN GENERAL.,"CALLE EDUARDO DATO , 43 - 3ºDERECHA",VITORIA-GASTEIZ,94513...,,,Sociedad limitada,www.zuazo.info,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,458.209,90.888,IPROMAT DISEÑO INDUSTRIAL SL,pequeña,https://ranking-empresas.eleconomista.es/IPROMAT-DISENO-INDUSTRIAL.html,Ipromat Diseño Industrial Sl,Servicio técnico de ingeniería dirigido a la elaboración de planos sobre piezas industriales,"AVENIDA DE LOS OLMOS (ED D4) , 1",VITORIA-GASTEIZ,94522...,,,Sociedad limitada,www.ipromat.es,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,461.969,4.346,"ISECOTEC INGENIERIA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/ISECOTEC-INGENIERIA.html,"Isecotec Ingenieria, Sociedad Limitada.","Intermediación en la realización de proyectos, estudis de consultoría, auditoría, programas informáticos, diseño, fabricación y asesoramiento en ingeniería energética, así como la fabricación y comercialización de equipos eléctricos y maquinaria, así como la transformación digital de empresas y nego","CALLE JERONIMO ROURE , 22 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,472.06,16.057,INGENIERIA XXI NUEVOS PROYECTOS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/INGENIERIA-XXI-NUEVOS-PROYECTOS.html,Ingenieria Xxi Nuevos Proyectos Sociedad Limitada.,"PROYECTAR, DISENAR, CALCULAR Y/O COORDINAR TODO TIPO DE INSTALACIONES INDUSTRIALES EN GENERAL, TANTO SEAN DE ORIGEN MECANICO COMO ELECTRICO, HIDRAULICO, QUIMICO, PETROQUIMICO, NAUTICO, AERONAUTICO, TELECOMUNICACION INFOR","CALLE BEATO TOMAS DE ZUMARRAGA , 1 - PISO 2",VITORIA-GASTEIZ,94515...,,,Sociedad limitada,www.ingenieria-xxi.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,472.232,179.955,ENERBASQUE SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ENERBASQUE.html,Enerbasque Sociedad Limitada.,Servicios técnicos de ingeniería del sector de energía,"CALLE VIENA , 3 - BJ 2",VITORIA-GASTEIZ,94577...,,,Sociedad limitada,www.enerbasque.com,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,485.216,(ND),"SILVIA INGENIARI AKUSTIKOA, S.L.",pequeña,https://ranking-empresas.eleconomista.es/SILVIA-INGENIARI-AKUSTIKOA.html,"Silvia Ingeniari Akustikoa, S.l.","La prestación de servicios de ingeniería acústica. Mediciones acústicas en todo tipo de edificaciones. Mediciones acústicas de aislamiento acústico, niveles sonoros, medioambientales y vibraciones en todo tipo de actividad. Dirección de obra. Cursos de formación acústica. Proyectos acústicos en","CALLE SAN PRUDENCIO , 31 - ED OPERA . PLA",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,491.09,64.579,JAVIER IBIRICU ASTRAIN SL,pequeña,https://ranking-empresas.eleconomista.es/JAVIER-IBIRICU-ASTRAIN.html,Javier Ibiricu Astrain Sl,SERVICIOS TECNICOS DE INGENIERIA Y ALBANILERIA Y PEQUENOS TRABAJOS DE CONSTRUCCION.,"CALLE CASTILLO DE ASSA , 15",VITORIA-GASTEIZ,94515...,,,Sociedad limitada profesional,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,495.616,38.825,ASISTENCIA TECNICA TOPOGRAFICA MERIDIANO ZERO SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ASISTENCIA-TECNICA-TOPOGRAFICA-MERIDIANO-ZERO.html,Asistencia Tecnica Topografica Meridiano Zero Sociedad Limitada.,"a) La prestación e intermediación en servicios de construcción, ingeniería, consultoría, asesoramiento, planificación, inspección, cartografía, topografía, geología, geofísica y auscultación en su más amplio sentido. b) La venta y alquiler de material topográfico. c) La auscultación de obras subterr","CALLE DOMINGO BELTRAN DE OTAZU , 64 - PISO 6 IZ",VITORIA-GASTEIZ,606.....,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
7112,499.687,(ND),ANZUGA ROJO S.L.,pequeña,https://ranking-empresas.eleconomista.es/ANZUGA-ROJO.html,Anzuga Rojo S.l.,"El control de calidad, montajes industriales de pequeño tamaño y manualidades","CALLE TRATADO DE PARIS (POL IND) , 1 - PAB 16 17",IRUÑA OKA/IRUÑA DE OCA,646.....,,,Sociedad limitada,,,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
